pattern,transformation,instances,consistency,confidence
DEP-REL-CHG::advcl→nsubj::None::None::None::None,nsubj,15,1.0,1.0
DEP-REL-CHG::advcl→nsubj::None::None::None::None::None::None::None::None::None::None,nsubj,15,1.0,1.0
DEP-REL-CHG::obl→nummod::None::None::None::None,nummod,15,1.0,1.0
DEP-REL-CHG::obl→nummod::None::None::None::None::None::None::None::None::None::None,nummod,15,1.0,1.0
DEP-REL-CHG::advcl→aux:pass::None::None::None::None,aux:pass,15,1.0,1.0
DEP-REL-CHG::advcl→aux:pass::None::None::None::None::None::None::None::None::None::None,aux:pass,15,1.0,1.0
DEP-REL-CHG::nummod→obj::None::None::None::None,obj,15,1.0,1.0
DEP-REL-CHG::nummod→obj::None::None::None::None::None::None::None::None::None::None,obj,15,1.0,1.0
LENGTH-CHG::7→10::None::None::None::None,10,15,1.0,1.0
LENGTH-CHG::7→10::None::None::None::None::None::None::None::None::None::None,10,15,1.0,1.0
DEP-REL-CHG::conj→obj::None::None::None::None,obj,14,1.0,1.0
DEP-REL-CHG::conj→obj::None::None::None::None::None::None::None::None::None::None,obj,14,1.0,1.0
DEP-REL-CHG::amod→advcl::None::None::None::None,advcl,14,1.0,1.0
DEP-REL-CHG::amod→advcl::None::None::None::None::None::None::None::None::None::None,advcl,14,1.0,1.0
DEP-REL-CHG::obj→nmod:poss::None::None::None::None,nmod:poss,14,1.0,1.0
DEP-REL-CHG::obj→nmod:poss::None::None::None::None::None::None::None::None::None::None,nmod:poss,14,1.0,1.0
LENGTH-CHG::9→14::None::None::None,14,14,1.0,1.0
DEP-REL-CHG::nsubj→nummod::None::None::None,nummod,14,1.0,1.0
DEP-REL-CHG::root→advmod::None::None::None,advmod,14,1.0,1.0
DEP-REL-CHG::nsubj→flat::None::None::None::None,flat,14,1.0,1.0
DEP-REL-CHG::nsubj→flat::None::None::None::None::None::None::None::None::None::None,flat,14,1.0,1.0
DEP-REL-CHG::parataxis→ccomp::None::None::None,ccomp,14,1.0,1.0
DEP-REL-CHG::cc→root::None::None::None,root,14,1.0,1.0
DEP-REL-CHG::obj→flat::None::None::None,flat,14,1.0,1.0
LENGTH-CHG::16→20::None::None::None,20,14,1.0,1.0
DEP-REL-CHG::xcomp→aux:pass::None::None::None::None,aux:pass,14,1.0,1.0
DEP-REL-CHG::xcomp→aux:pass::None::None::None::None::None::None::None::None::None::None,aux:pass,14,1.0,1.0
TED-KLEIN::28→28::None::None::None,28,14,1.0,1.0
CONST-ADD::PP-ADD→ABSENT::None::None::None::None,ABSENT,14,1.0,1.0
CONST-ADD::PP-ADD→ABSENT::None::None::None::None::None::None::None::None::None::None,ABSENT,14,1.0,1.0
DEP-REL-CHG::root→mark::None::None::None::None,mark,14,1.0,1.0
DEP-REL-CHG::root→mark::None::None::None::None::None::None::None::None::None::None,mark,14,1.0,1.0
TED-ZHANG-SHASHA::23→23::None::None::None::None,23,14,1.0,1.0
TED-ZHANG-SHASHA::23→23::None::None::None::None::None::None::None::None::None::None,23,14,1.0,1.0
TED-RTED::27→27::None::None::None::None,27,14,1.0,1.0
TED-RTED::27→27::None::None::None::None::None::None::None::None::None::None,27,14,1.0,1.0
DEP-REL-CHG::mark→flat::None::None::None,flat,14,1.0,1.0
DEP-REL-CHG::mark→cc::None::None::None,cc,14,1.0,1.0
DEP-REL-CHG::amod→aux:pass::None::None::None,aux:pass,14,1.0,1.0
DEP-REL-CHG::nummod→aux:pass::None::None::None,aux:pass,14,1.0,1.0
DEP-REL-CHG::mark→compound::None::None::None::None,compound,14,1.0,1.0
DEP-REL-CHG::mark→compound::None::None::None::None::None::None::None::None::None::None,compound,14,1.0,1.0
DEP-REL-CHG::obj→nmod::None::None::None,nmod,14,1.0,1.0
DEP-REL-CHG::nmod→nmod:poss::None::None::None::None,nmod:poss,14,1.0,1.0
DEP-REL-CHG::nmod→nmod:poss::None::None::None::None::None::None::None::None::None::None,nmod:poss,14,1.0,1.0
DEP-REL-CHG::nmod:poss→ccomp::None::None::None,ccomp,14,1.0,1.0
TED-RTED::33→33::None::None::None,33,14,1.0,1.0
DEP-REL-CHG::xcomp→amod::None::None::None,amod,14,1.0,1.0
LENGTH-CHG::12→19::None::None::None,19,14,1.0,1.0
DEP-REL-CHG::nummod→mark::None::None::None,mark,14,1.0,1.0
DEP-REL-CHG::punct→aux:pass::None::None::None,aux:pass,14,1.0,1.0
DEP-REL-CHG::conj→amod::None::None::None,amod,14,1.0,1.0
DEP-REL-CHG::parataxis→aux::None::None::None,aux,14,1.0,1.0
DEP-REL-CHG::conj→punct::None::None::None,punct,14,1.0,1.0
DEP-REL-CHG::obj→cop::None::None::None,cop,14,1.0,1.0
DEP-REL-CHG::compound→nmod::None::None::None::None,nmod,14,1.0,1.0
DEP-REL-CHG::compound→nmod::None::None::None::None::None::None::None::None::None::None,nmod,14,1.0,1.0
DEP-REL-CHG::obj→acl::None::None::None,acl,14,1.0,1.0
DEP-REL-CHG::acl→case::None::None::None,case,14,1.0,1.0
DEP-REL-CHG::nmod→root::None::None::None::None,root,14,1.0,1.0
DEP-REL-CHG::nmod→root::None::None::None::None::None::None::None::None::None::None,root,14,1.0,1.0
DEP-REL-CHG::punct→ccomp::None::None::None::None,ccomp,14,1.0,1.0
DEP-REL-CHG::punct→ccomp::None::None::None::None::None::None::None::None::None::None,ccomp,14,1.0,1.0
DEP-REL-CHG::nummod→aux::None::None::None::None,aux,14,1.0,1.0
DEP-REL-CHG::nummod→aux::None::None::None::None::None::None::None::None::None::None,aux,14,1.0,1.0
DEP-REL-CHG::cc→amod::None::None::None,amod,14,1.0,1.0
DEP-REL-CHG::xcomp→compound::None::None::None,compound,14,1.0,1.0
DEP-REL-CHG::acl→obj::None::None::None,obj,14,1.0,1.0
DEP-REL-CHG::aux→root::None::None::None,root,14,1.0,1.0
LENGTH-CHG::15→20::None::None::None,20,14,1.0,1.0
DEP-REL-CHG::compound→conj::None::None::None,conj,14,1.0,1.0
TED-RTED::36→36::None::None::None,36,14,1.0,1.0
HEAD-CHG::9→10::None::None::None::None,10,14,1.0,1.0
HEAD-CHG::9→10::None::None::None::None::None::None::None::None::None::None,10,14,1.0,1.0
DEP-REL-CHG::mark→nsubj:pass::None::None::None::None,nsubj:pass,14,1.0,1.0
DEP-REL-CHG::mark→nsubj:pass::None::None::None::None::None::None::None::None::None::None,nsubj:pass,14,1.0,1.0
DEP-REL-CHG::nummod→advcl::None::None::None,advcl,14,1.0,1.0
DEP-REL-CHG::parataxis→nummod::None::None::None,nummod,14,1.0,1.0
TED-RTED::31→31::None::None::None,31,14,1.0,1.0
VERB-FORM-CHG::Fin→Part::None::None::None,Part,14,1.0,1.0
DEP-REL-CHG::acl→amod::None::None::None,amod,14,1.0,1.0
DEP-REL-CHG::appos→compound::None::None::None::None,compound,14,1.0,1.0
DEP-REL-CHG::appos→compound::None::None::None::None::None::None::None::None::None::None,compound,14,1.0,1.0
DEP-REL-CHG::mark→ccomp::None::None::None,ccomp,14,1.0,1.0
DEP-REL-CHG::det→advcl::None::None::None,advcl,14,1.0,1.0
DEP-REL-CHG::xcomp→aux::None::None::None,aux,14,1.0,1.0
TED-KLEIN::25→25::None::None::None::None,25,14,1.0,1.0
TED-KLEIN::25→25::None::None::None::None::None::None::None::None::None::None,25,14,1.0,1.0
DEP-REL-CHG::acl:relcl→nsubj::None::None::None,nsubj,14,1.0,1.0
DEP-REL-CHG::amod→nmod::None::None::None,nmod,14,1.0,1.0
DEP-REL-CHG::mark→nmod::None::None::None,nmod,14,1.0,1.0
DEP-REL-CHG::advmod→aux:pass::None::None::None,aux:pass,14,1.0,1.0
DEP-REL-CHG::punct→nsubj:pass::None::None::None,nsubj:pass,14,1.0,1.0
DEP-REL-CHG::compound:prt→aux::None::None::None,aux,14,1.0,1.0
DEP-REL-CHG::nmod→nummod::None::None::None::None,nummod,14,1.0,1.0
DEP-REL-CHG::nmod→nummod::None::None::None::None::None::None::None::None::None::None,nummod,14,1.0,1.0
DEP-REL-CHG::punct→advmod::None::None::None,advmod,14,1.0,1.0
DEP-REL-CHG::parataxis→amod::None::None::None,amod,14,1.0,1.0
DEP-REL-CHG::parataxis→root::None::None::None,root,14,1.0,1.0
LENGTH-CHG::6→9::None::None::None,9,14,1.0,1.0
DEP-REL-CHG::advmod→aux::None::None::None::None,aux,13,1.0,1.0
DEP-REL-CHG::advmod→aux::None::None::None::None::None::None::None::None::None::None,aux,13,1.0,1.0
DEP-REL-CHG::det→nsubj::None::None::None::None,nsubj,13,1.0,1.0
DEP-REL-CHG::det→nsubj::None::None::None::None::None::None::None::None::None::None,nsubj,13,1.0,1.0
LENGTH-CHG::15→19::None::None::None::None,19,13,1.0,1.0
LENGTH-CHG::15→19::None::None::None::None::None::None::None::None::None::None,19,13,1.0,1.0
DEP-REL-CHG::obl→nsubj::None::None::None::None,nsubj,13,1.0,1.0
DEP-REL-CHG::obl→nsubj::None::None::None::None::None::None::None::None::None::None,nsubj,13,1.0,1.0
DEP-REL-CHG::parataxis→case::None::None::None::None,case,13,1.0,1.0
DEP-REL-CHG::parataxis→case::None::None::None::None::None::None::None::None::None::None,case,13,1.0,1.0
FEAT-CHG::Number=Sing→Number=None::None::None::None::None,Number=None,13,1.0,1.0
FEAT-CHG::Number=Sing→Number=None::None::None::None::None::None::None::None::None::None::None,Number=None,13,1.0,1.0
CONST-REM::ABSENT→ADVP-REM::None::None::None::None,ADVP-REM,13,1.0,1.0
CONST-REM::ABSENT→ADVP-REM::None::None::None::None::None::None::None::None::None::None,ADVP-REM,13,1.0,1.0
DEP-REL-CHG::cc→obj::None::None::None::None,obj,13,1.0,1.0
DEP-REL-CHG::cc→obj::None::None::None::None::None::None::None::None::None::None,obj,13,1.0,1.0
LENGTH-CHG::11→17::None::None::None::None,17,13,1.0,1.0
LENGTH-CHG::11→17::None::None::None::None::None::None::None::None::None::None,17,13,1.0,1.0
DEP-REL-CHG::nsubj→aux::None::None::None::None,aux,13,1.0,1.0
DEP-REL-CHG::nsubj→aux::None::None::None::None::None::None::None::None::None::None,aux,13,1.0,1.0
TED-SIMPLE::1→1::None::None::None::None,1,13,1.0,1.0
TED-SIMPLE::1→1::None::None::None::None::None::None::None::None::None::None,1,13,1.0,1.0
TED-ZHANG-SHASHA::2→2::None::None::None::None,2,13,1.0,1.0
TED-ZHANG-SHASHA::2→2::None::None::None::None::None::None::None::None::None::None,2,13,1.0,1.0
TED-KLEIN::2→2::None::None::None::None,2,13,1.0,1.0
TED-KLEIN::2→2::None::None::None::None::None::None::None::None::None::None,2,13,1.0,1.0
TED-RTED::2→2::None::None::None::None,2,13,1.0,1.0
TED-RTED::2→2::None::None::None::None::None::None::None::None::None::None,2,13,1.0,1.0
DEP-REL-CHG::compound:prt→root::None::None::None::None,root,13,1.0,1.0
DEP-REL-CHG::compound:prt→root::None::None::None::None::None::None::None::None::None::None,root,13,1.0,1.0
DEP-REL-CHG::appos→case::None::None::None::None,case,13,1.0,1.0
DEP-REL-CHG::appos→case::None::None::None::None::None::None::None::None::None::None,case,13,1.0,1.0
DEP-REL-CHG::nsubj:pass→nummod::None::None::None::None,nummod,13,1.0,1.0
DEP-REL-CHG::nsubj:pass→nummod::None::None::None::None::None::None::None::None::None::None,nummod,13,1.0,1.0
DEP-REL-CHG::amod→obl::None::None::None::None,obl,13,1.0,1.0
DEP-REL-CHG::amod→obl::None::None::None::None::None::None::None::None::None::None,obl,13,1.0,1.0
TED-KLEIN::24→24::None::None::None::None,24,13,1.0,1.0
TED-KLEIN::24→24::None::None::None::None::None::None::None::None::None::None,24,13,1.0,1.0
LENGTH-CHG::8→10::None::None::None::None,10,13,1.0,1.0
LENGTH-CHG::8→10::None::None::None::None::None::None::None::None::None::None,10,13,1.0,1.0
DEP-REL-CHG::punct→cc::None::None::None::None,cc,13,1.0,1.0
DEP-REL-CHG::punct→cc::None::None::None::None::None::None::None::None::None::None,cc,13,1.0,1.0
DEP-REL-CHG::xcomp→det::None::None::None::None,det,12,1.0,1.0
DEP-REL-CHG::xcomp→det::None::None::None::None::None::None::None::None::None::None,det,12,1.0,1.0
DEP-REL-CHG::nsubj→xcomp::None::None::None,xcomp,12,1.0,1.0
LENGTH-CHG::12→18::None::None::None::None,18,12,1.0,1.0
LENGTH-CHG::12→18::None::None::None::None::None::None::None::None::None::None,18,12,1.0,1.0
DEP-REL-CHG::root→cop::None::None::None::None,cop,12,1.0,1.0
DEP-REL-CHG::root→cop::None::None::None::None::None::None::None::None::None::None,cop,12,1.0,1.0
DEP-REL-CHG::case→advmod::None::None::None::None,advmod,12,1.0,1.0
DEP-REL-CHG::case→advmod::None::None::None::None::None::None::None::None::None::None,advmod,12,1.0,1.0
DEP-REL-CHG::root→ccomp::None::None::None,ccomp,12,1.0,1.0
TED-RTED::32→32::None::None::None,32,12,1.0,1.0
DEP-REL-CHG::advcl→root::None::None::None::None,root,12,1.0,1.0
DEP-REL-CHG::advcl→root::None::None::None::None::None::None::None::None::None::None,root,12,1.0,1.0
DEP-REL-CHG::nsubj→ccomp::None::None::None::None,ccomp,12,1.0,1.0
DEP-REL-CHG::nsubj→ccomp::None::None::None::None::None::None::None::None::None::None,ccomp,12,1.0,1.0
DEP-REL-CHG::ccomp→punct::None::None::None,punct,12,1.0,1.0
DEP-REL-CHG::xcomp→nsubj::None::None::None,nsubj,12,1.0,1.0
TED-ZHANG-SHASHA::28→28::None::None::None,28,12,1.0,1.0
DEP-REL-CHG::flat→aux::None::None::None,aux,12,1.0,1.0
DEP-REL-CHG::cc→det::None::None::None,det,12,1.0,1.0
TED-KLEIN::26→26::None::None::None::None,26,12,1.0,1.0
TED-KLEIN::26→26::None::None::None::None::None::None::None::None::None::None,26,12,1.0,1.0
DEP-REL-CHG::advmod→mark::None::None::None::None,mark,12,1.0,1.0
DEP-REL-CHG::advmod→mark::None::None::None::None::None::None::None::None::None::None,mark,12,1.0,1.0
DEP-REL-CHG::aux:pass→mark::None::None::None,mark,12,1.0,1.0
DEP-REL-CHG::amod→nmod:poss::None::None::None::None,nmod:poss,12,1.0,1.0
DEP-REL-CHG::amod→nmod:poss::None::None::None::None::None::None::None::None::None::None,nmod:poss,12,1.0,1.0
DEP-REL-CHG::nsubj:pass→nsubj::None::None::None,nsubj,12,1.0,1.0
DEP-REL-CHG::nmod→conj::None::None::None,conj,12,1.0,1.0
DEP-REL-CHG::mark→aux:pass::None::None::None::None,aux:pass,12,1.0,1.0
DEP-REL-CHG::mark→aux:pass::None::None::None::None::None::None::None::None::None::None,aux:pass,12,1.0,1.0
DEP-REL-CHG::nsubj:pass→amod::None::None::None::None,amod,12,1.0,1.0
DEP-REL-CHG::nsubj:pass→amod::None::None::None::None::None::None::None::None::None::None,amod,12,1.0,1.0
DEP-REL-CHG::obl→conj::None::None::None::None,conj,12,1.0,1.0
DEP-REL-CHG::obl→conj::None::None::None::None::None::None::None::None::None::None,conj,12,1.0,1.0
DEP-REL-CHG::cc→punct::None::None::None,punct,12,1.0,1.0
DEP-REL-CHG::nsubj:pass→root::None::None::None,root,12,1.0,1.0
DEP-REL-CHG::cc→nsubj::None::None::None,nsubj,12,1.0,1.0
DEP-REL-CHG::xcomp→ccomp::None::None::None,ccomp,12,1.0,1.0
TED-KLEIN::23→23::None::None::None::None,23,12,1.0,1.0
TED-KLEIN::23→23::None::None::None::None::None::None::None::None::None::None,23,12,1.0,1.0
TED-SIMPLE::5→5::None::None::None,5,12,1.0,1.0
DEP-REL-CHG::cc→case::None::None::None,case,12,1.0,1.0
DEP-REL-CHG::advmod→ccomp::None::None::None,ccomp,12,1.0,1.0
TED-ZHANG-SHASHA::29→29::None::None::None,29,12,1.0,1.0
HEAD-CHG::7→5::None::None::None,5,12,1.0,1.0
DEP-REL-CHG::flat→ccomp::None::None::None,ccomp,12,1.0,1.0
DEP-REL-CHG::acl→mark::None::None::None::None,mark,12,1.0,1.0
DEP-REL-CHG::acl→mark::None::None::None::None::None::None::None::None::None::None,mark,12,1.0,1.0
DEP-REL-CHG::compound→compound:prt::None::None::None,compound:prt,12,1.0,1.0
DEP-REL-CHG::amod→flat::None::None::None,flat,12,1.0,1.0
HEAD-CHG::7→9::None::None::None,9,12,1.0,1.0
DEP-REL-CHG::obl→advcl::None::None::None::None,advcl,12,1.0,1.0
DEP-REL-CHG::obl→advcl::None::None::None::None::None::None::None::None::None::None,advcl,12,1.0,1.0
DEP-REL-CHG::amod→cop::None::None::None,cop,12,1.0,1.0
FW-ADD::ART-ADD→ABSENT::None::None::None,ABSENT,12,1.0,1.0
DEP-REL-CHG::ccomp→aux::None::None::None,aux,12,1.0,1.0
DEP-REL-CHG::acl:relcl→det::None::None::None,det,12,1.0,1.0
DEP-REL-CHG::root→xcomp::None::None::None,xcomp,12,1.0,1.0
DEP-REL-CHG::mark→cop::None::None::None,cop,12,1.0,1.0
DEP-REL-CHG::punct→advcl::None::None::None::None,advcl,12,1.0,1.0
DEP-REL-CHG::punct→advcl::None::None::None::None::None::None::None::None::None::None,advcl,12,1.0,1.0
DEP-REL-CHG::amod→nummod::None::None::None::None,nummod,12,1.0,1.0
DEP-REL-CHG::amod→nummod::None::None::None::None::None::None::None::None::None::None,nummod,12,1.0,1.0
DEP-REL-CHG::punct→cop::None::None::None,cop,12,1.0,1.0
LENGTH-CHG::9→10::None::None::None,10,12,1.0,1.0
DEP-REL-CHG::advcl→aux::None::None::None,aux,12,1.0,1.0
CONST-REM::ABSENT→QP-REM::None::None::None::None,QP-REM,12,1.0,1.0
CONST-REM::ABSENT→QP-REM::None::None::None::None::None::None::None::None::None::None,QP-REM,12,1.0,1.0
LENGTH-CHG::16→18::None::None::None,18,12,1.0,1.0
DEP-REL-CHG::parataxis→nmod::None::None::None,nmod,12,1.0,1.0
LENGTH-CHG::16→15::None::None::None,15,12,1.0,1.0
HEAD-CHG::3→5::None::None::None,5,12,1.0,1.0
DEP-REL-CHG::appos→conj::None::None::None,conj,12,1.0,1.0
LENGTH-CHG::8→13::None::None::None::None,13,12,1.0,1.0
LENGTH-CHG::8→13::None::None::None::None::None::None::None::None::None::None,13,12,1.0,1.0
DEP-REL-CHG::parataxis→cc::None::None::None::None,cc,12,1.0,1.0
DEP-REL-CHG::parataxis→cc::None::None::None::None::None::None::None::None::None::None,cc,12,1.0,1.0
LENGTH-CHG::9→15::None::None::None,15,12,1.0,1.0
LENGTH-CHG::6→10::None::None::None,10,12,1.0,1.0
TED-ZHANG-SHASHA::3→3::None::None::None,3,12,1.0,1.0
TED-KLEIN::3→3::None::None::None,3,12,1.0,1.0
TED-RTED::3→3::None::None::None,3,12,1.0,1.0
DEP-REL-CHG::nsubj:pass→punct::None::None::None,punct,12,1.0,1.0
LENGTH-CHG::8→9::None::None::None,9,12,1.0,1.0
DEP-REL-CHG::xcomp→obj::None::None::None::None,obj,11,1.0,1.0
DEP-REL-CHG::xcomp→obj::None::None::None::None::None::None::None::None::None::None,obj,11,1.0,1.0
DEP-REL-CHG::nummod→nsubj::None::None::None::None,nsubj,11,1.0,1.0
DEP-REL-CHG::nummod→nsubj::None::None::None::None::None::None::None::None::None::None,nsubj,11,1.0,1.0
DEP-REL-CHG::advcl→det::None::None::None::None,det,11,1.0,1.0
DEP-REL-CHG::advcl→det::None::None::None::None::None::None::None::None::None::None,det,11,1.0,1.0
DEP-REL-CHG::parataxis→obl::None::None::None::None,obl,11,1.0,1.0
DEP-REL-CHG::parataxis→obl::None::None::None::None::None::None::None::None::None::None,obl,11,1.0,1.0
DEP-REL-CHG::obl→nmod::None::None::None::None,nmod,11,1.0,1.0
DEP-REL-CHG::obl→nmod::None::None::None::None::None::None::None::None::None::None,nmod,11,1.0,1.0
DEP-REL-CHG::obj→xcomp::None::None::None::None,xcomp,11,1.0,1.0
DEP-REL-CHG::obj→xcomp::None::None::None::None::None::None::None::None::None::None,xcomp,11,1.0,1.0
DEP-REL-CHG::acl→nmod::None::None::None::None,nmod,11,1.0,1.0
DEP-REL-CHG::acl→nmod::None::None::None::None::None::None::None::None::None::None,nmod,11,1.0,1.0
DEP-REL-CHG::compound→nsubj:pass::None::None::None::None,nsubj:pass,11,1.0,1.0
DEP-REL-CHG::compound→nsubj:pass::None::None::None::None::None::None::None::None::None::None,nsubj:pass,11,1.0,1.0
DEP-REL-CHG::cop→nsubj::None::None::None::None,nsubj,11,1.0,1.0
DEP-REL-CHG::cop→nsubj::None::None::None::None::None::None::None::None::None::None,nsubj,11,1.0,1.0
DEP-REL-CHG::nsubj→nmod:poss::None::None::None::None,nmod:poss,11,1.0,1.0
DEP-REL-CHG::nsubj→nmod:poss::None::None::None::None::None::None::None::None::None::None,nmod:poss,11,1.0,1.0
DEP-REL-CHG::punct→xcomp::None::None::None::None,xcomp,11,1.0,1.0
DEP-REL-CHG::punct→xcomp::None::None::None::None::None::None::None::None::None::None,xcomp,11,1.0,1.0
DEP-REL-CHG::obl→mark::None::None::None::None,mark,11,1.0,1.0
DEP-REL-CHG::obl→mark::None::None::None::None::None::None::None::None::None::None,mark,11,1.0,1.0
DEP-REL-CHG::nsubj→advmod::None::None::None::None,advmod,11,1.0,1.0
DEP-REL-CHG::nsubj→advmod::None::None::None::None::None::None::None::None::None::None,advmod,11,1.0,1.0
DEP-REL-CHG::case→compound:prt::None::None::None::None,compound:prt,11,1.0,1.0
DEP-REL-CHG::case→compound:prt::None::None::None::None::None::None::None::None::None::None,compound:prt,11,1.0,1.0
DEP-REL-CHG::nmod→ccomp::None::None::None::None,ccomp,11,1.0,1.0
DEP-REL-CHG::nmod→ccomp::None::None::None::None::None::None::None::None::None::None,ccomp,11,1.0,1.0
DEP-REL-CHG::obl→aux::None::None::None::None,aux,11,1.0,1.0
DEP-REL-CHG::obl→aux::None::None::None::None::None::None::None::None::None::None,aux,11,1.0,1.0
LENGTH-CHG::11→12::None::None::None::None,12,11,1.0,1.0
LENGTH-CHG::11→12::None::None::None::None::None::None::None::None::None::None,12,11,1.0,1.0
DEP-REL-CHG::compound→cc::None::None::None::None,cc,11,1.0,1.0
DEP-REL-CHG::compound→cc::None::None::None::None::None::None::None::None::None::None,cc,11,1.0,1.0
FW-ADD::CCONJ-ADD→ABSENT::None::None::None::None,ABSENT,11,1.0,1.0
FW-ADD::CCONJ-ADD→ABSENT::None::None::None::None::None::None::None::None::None::None,ABSENT,11,1.0,1.0
DEP-REL-CHG::flat→amod::None::None::None::None,amod,11,1.0,1.0
DEP-REL-CHG::flat→amod::None::None::None::None::None::None::None::None::None::None,amod,11,1.0,1.0
DEP-REL-CHG::aux:pass→aux::None::None::None::None,aux,11,1.0,1.0
DEP-REL-CHG::aux:pass→aux::None::None::None::None::None::None::None::None::None::None,aux,11,1.0,1.0
HEAD-CHG::6→7::None::None::None::None,7,11,1.0,1.0
HEAD-CHG::6→7::None::None::None::None::None::None::None::None::None::None,7,11,1.0,1.0
DEP-REL-CHG::punct→nmod:poss::None::None::None::None,nmod:poss,11,1.0,1.0
DEP-REL-CHG::punct→nmod:poss::None::None::None::None::None::None::None::None::None::None,nmod:poss,11,1.0,1.0
DEP-REL-CHG::aux→nmod::None::None::None,nmod,10,1.0,1.0
TED-KLEIN::8→8::None::None::None::None,8,10,1.0,1.0
TED-KLEIN::8→8::None::None::None::None::None::None::None::None::None::None,8,10,1.0,1.0
DEP-REL-CHG::aux→mark::None::None::None,mark,10,1.0,1.0
DEP-REL-CHG::flat→det::None::None::None::None,det,10,1.0,1.0
DEP-REL-CHG::flat→det::None::None::None::None::None::None::None::None::None::None,det,10,1.0,1.0
TED-ZHANG-SHASHA::24→24::None::None::None::None,24,10,1.0,1.0
TED-ZHANG-SHASHA::24→24::None::None::None::None::None::None::None::None::None::None,24,10,1.0,1.0
DEP-REL-CHG::advcl→compound::None::None::None,compound,10,1.0,1.0
DEP-REL-CHG::ccomp→root::None::None::None,root,10,1.0,1.0
DEP-REL-CHG::advmod→case::None::None::None::None,case,10,1.0,1.0
DEP-REL-CHG::advmod→case::None::None::None::None::None::None::None::None::None::None,case,10,1.0,1.0
DEP-REL-CHG::mark→punct::None::None::None::None,punct,10,1.0,1.0
DEP-REL-CHG::mark→punct::None::None::None::None::None::None::None::None::None::None,punct,10,1.0,1.0
DEP-REL-CHG::case→obl:unmarked::None::None::None,obl:unmarked,10,1.0,1.0
LENGTH-CHG::12→13::None::None::None::None,13,10,1.0,1.0
LENGTH-CHG::12→13::None::None::None::None::None::None::None::None::None::None,13,10,1.0,1.0
DEP-REL-CHG::advcl→amod::None::None::None,amod,10,1.0,1.0
DEP-REL-CHG::parataxis→mark::None::None::None,mark,10,1.0,1.0
DEP-REL-CHG::nsubj→advcl::None::None::None,advcl,10,1.0,1.0
DEP-REL-CHG::obj→cc::None::None::None::None,cc,10,1.0,1.0
DEP-REL-CHG::obj→cc::None::None::None::None::None::None::None::None::None::None,cc,10,1.0,1.0
DEP-REL-CHG::punct→conj::None::None::None::None,conj,10,1.0,1.0
DEP-REL-CHG::punct→conj::None::None::None::None::None::None::None::None::None::None,conj,10,1.0,1.0
LENGTH-CHG::14→15::None::None::None,15,10,1.0,1.0
DEP-REL-CHG::conj→nsubj::None::None::None::None,nsubj,10,1.0,1.0
DEP-REL-CHG::conj→nsubj::None::None::None::None::None::None::None::None::None::None,nsubj,10,1.0,1.0
DEP-REL-CHG::nsubj→nmod::None::None::None,nmod,10,1.0,1.0
DEP-REL-CHG::nsubj→cop::None::None::None,cop,10,1.0,1.0
DEP-REL-CHG::ccomp→nsubj::None::None::None::None,nsubj,10,1.0,1.0
DEP-REL-CHG::ccomp→nsubj::None::None::None::None::None::None::None::None::None::None,nsubj,10,1.0,1.0
DEP-REL-CHG::conj→ccomp::None::None::None,ccomp,10,1.0,1.0
DEP-REL-CHG::mark→amod::None::None::None::None,amod,10,1.0,1.0
DEP-REL-CHG::mark→amod::None::None::None::None::None::None::None::None::None::None,amod,10,1.0,1.0
DEP-REL-CHG::nummod→conj::None::None::None,conj,10,1.0,1.0
DEP-REL-CHG::nummod→amod::None::None::None,amod,10,1.0,1.0
DEP-REL-CHG::root→obl::None::None::None::None,obl,10,1.0,1.0
DEP-REL-CHG::root→obl::None::None::None::None::None::None::None::None::None::None,obl,10,1.0,1.0
DEP-REL-CHG::advmod→flat::None::None::None,flat,10,1.0,1.0
C-DEL::ABSENT→ADV-DEL::None::None::None::None,ADV-DEL,10,1.0,1.0
C-DEL::ABSENT→ADV-DEL::None::None::None::None::None::None::None::None::None::None,ADV-DEL,10,1.0,1.0
DEP-REL-CHG::flat→advmod::None::None::None,advmod,10,1.0,1.0
LENGTH-CHG::13→14::None::None::None,14,10,1.0,1.0
DEP-REL-CHG::advmod→nsubj:pass::None::None::None,nsubj:pass,10,1.0,1.0
FW-ADD::SCONJ-ADD→ABSENT::None::None::None,ABSENT,10,1.0,1.0
DEP-REL-CHG::root→obj::None::None::None::None,obj,10,1.0,1.0
DEP-REL-CHG::root→obj::None::None::None::None::None::None::None::None::None::None,obj,10,1.0,1.0
DEP-REL-CHG::conj→det::None::None::None,det,10,1.0,1.0
LENGTH-CHG::10→11::None::None::None::None,11,10,1.0,1.0
LENGTH-CHG::10→11::None::None::None::None::None::None::None::None::None::None,11,10,1.0,1.0
DEP-REL-CHG::compound→acl::None::None::None,acl,10,1.0,1.0
DEP-REL-CHG::cop→case::None::None::None,case,10,1.0,1.0
DEP-REL-CHG::obl→cop::None::None::None,cop,10,1.0,1.0
DEP-REL-CHG::punct→compound:prt::None::None::None,compound:prt,10,1.0,1.0
DEP-REL-CHG::advmod→obj::None::None::None,obj,10,1.0,1.0
LENGTH-CHG::13→18::None::None::None,18,10,1.0,1.0
C-ADD::ADV-ADD→ABSENT::None::None::None::None,ABSENT,10,1.0,1.0
