newspaper,sentence_id,parse_type,feature_id,feature_name,mnemonic,canonical_value,headline_value,canonical_context,headline_context,added_punctuation,position,context,before,after,deleted_punctuation
The-Hindu,1055,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,compound,root,The KC(M) rift has come to the fore in local bodies.,KC(M) rift to the fore in local bodies,,,,,,
The-Hindu,1055,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,punct,case,The KC(M) rift has come to the fore in local bodies.,KC(M) rift to the fore in local bodies,,,,,,
The-Hindu,1055,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,nsubj,det,The KC(M) rift has come to the fore in local bodies.,KC(M) rift to the fore in local bodies,,,,,,
The-Hindu,1055,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,aux,nmod,The KC(M) rift has come to the fore in local bodies.,KC(M) rift to the fore in local bodies,,,,,,
The-Hindu,1055,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,root,case,The KC(M) rift has come to the fore in local bodies.,KC(M) rift to the fore in local bodies,,,,,,
The-Hindu,1055,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,case,amod,The KC(M) rift has come to the fore in local bodies.,KC(M) rift to the fore in local bodies,,,,,,
The-Hindu,1055,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,det,nmod,The KC(M) rift has come to the fore in local bodies.,KC(M) rift to the fore in local bodies,,,,,,
The-Hindu,1055,dependency,LENGTH-CHG,Sentence Length Change,LENGTH-CHG,15,10,The KC(M) rift has come to the fore in local bodies.,KC(M) rift to the fore in local bodies,,,,,,
The-Hindu,1055,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,The KC(M) rift has come to the fore in local bodies.,KC(M) rift to the fore in local bodies,,,,,,
The-Hindu,1055,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,The KC(M) rift has come to the fore in local bodies.,KC(M) rift to the fore in local bodies,,,,,,
The-Hindu,1055,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,The KC(M) rift has come to the fore in local bodies.,KC(M) rift to the fore in local bodies,,,,,,
The-Hindu,1055,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,The KC(M) rift has come to the fore in local bodies.,KC(M) rift to the fore in local bodies,,,,,,
The-Hindu,1055,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,The KC(M) rift has come to the fore in local bodies.,KC(M) rift to the fore in local bodies,,,,,,
The-Hindu,1055,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,The KC(M) rift has come to the fore in local bodies.,KC(M) rift to the fore in local bodies,,,,,,
The-Hindu,1055,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,The KC(M) rift has come to the fore in local bodies.,KC(M) rift to the fore in local bodies,,,,,,
The-Hindu,1055,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,The KC(M) rift has come to the fore in local bodies.,KC(M) rift to the fore in local bodies,,,,,,
The-Hindu,1055,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,The KC(M) rift has come to the fore in local bodies.,KC(M) rift to the fore in local bodies,,,,,,
The-Hindu,1055,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,The KC(M) rift has come to the fore in local bodies.,KC(M) rift to the fore in local bodies,,,,,,
The-Hindu,1055,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,The KC(M) rift has come to the fore in local bodies.,KC(M) rift to the fore in local bodies,,,,,,
The-Hindu,1055,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,The KC(M) rift has come to the fore in local bodies.,KC(M) rift to the fore in local bodies,,,,,,
The-Hindu,1055,constituency,CLAUSE-TYPE-CHG,Clause Type Change,CLAUSE-TYPE-CHG,verbal,verbless,The KC(M) rift has come to the fore in local bodies.,KC(M) rift to the fore in local bodies,,,,,,
The-Hindu,1055,constituency,TED-SIMPLE,Tree Edit Distance (Simple String-based Distance),TED-SIMP,10,10,The KC(M) rift has come to the fore in local bodies.,KC(M) rift to the fore in local bodies,,,,,,
The-Hindu,1055,constituency,TED-ZHANG-SHASHA,Tree Edit Distance (Zhang-Shasha Dynamic Programming),TED-ZSHA,17,17,The KC(M) rift has come to the fore in local bodies.,KC(M) rift to the fore in local bodies,,,,,,
The-Hindu,1055,constituency,TED-KLEIN,Tree Edit Distance (Klein Memoized Tree Edit Distance),TED-KLEN,24,24,The KC(M) rift has come to the fore in local bodies.,KC(M) rift to the fore in local bodies,,,,,,
The-Hindu,1055,constituency,TED-RTED,Tree Edit Distance (Robust Tree Edit Distance (RTED)),TED-RTED,16,16,The KC(M) rift has come to the fore in local bodies.,KC(M) rift to the fore in local bodies,,,,,,
The-Hindu,1055,both,H-STRUCT,Headline Structure,H-STRUCT,,single-line,The KC(M) rift has come to the fore in local bodies.,KC(M) rift to the fore in local bodies,,,,,,
The-Hindu,1055,both,H-TYPE,Headline Type,H-TYPE,,fragment,The KC(M) rift has come to the fore in local bodies.,KC(M) rift to the fore in local bodies,,,,,,
The-Hindu,1055,constituency,TREE-DEPTH-DIFF,Tree Depth Difference,TREE-DEPTH-DIFF,7,8,The KC(M) rift has come to the fore in local bodies.,KC(M) rift to the fore in local bodies,,,,,,
The-Hindu,1055,constituency,CONST-COUNT-DIFF,Constituent Count Difference,CONST-COUNT-DIFF,25,20,The KC(M) rift has come to the fore in local bodies.,KC(M) rift to the fore in local bodies,,,,,,
The-Hindu,1055,dependency,DEP-DIST-DIFF,Dependency Distance Difference,DEP-DIST-DIFF,2.71,1.78,The KC(M) rift has come to the fore in local bodies.,KC(M) rift to the fore in local bodies,,,,,,
The-Hindu,1055,constituency,BRANCH-DIFF,Branching Factor Difference,BRANCH-DIFF,2.40,1.90,The KC(M) rift has come to the fore in local bodies.,KC(M) rift to the fore in local bodies,,,,,,
The-Hindu,1056,dependency,FW-DEL,Function Word Deletion,FW-DEL,ART-DEL,ABSENT,MG University has been selected for a UGC project.,MG University selected for UGC project,,,,,,
The-Hindu,1056,dependency,FW-DEL,Function Word Deletion,FW-DEL,AUX-DEL,ABSENT,MG University has been selected for a UGC project.,MG University selected for UGC project,,,,,,
The-Hindu,1056,dependency,FW-DEL,Function Word Deletion,FW-DEL,AUX-DEL,ABSENT,MG University has been selected for a UGC project.,MG University selected for UGC project,,,,,,
The-Hindu,1056,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,nsubj:pass,nsubj,MG University has been selected for a UGC project.,MG University selected for UGC project,,,,,,
The-Hindu,1056,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,aux,root,MG University has been selected for a UGC project.,MG University selected for UGC project,,,,,,
The-Hindu,1056,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,aux:pass,case,MG University has been selected for a UGC project.,MG University selected for UGC project,,,,,,
The-Hindu,1056,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,root,compound,MG University has been selected for a UGC project.,MG University selected for UGC project,,,,,,
The-Hindu,1056,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,case,obl,MG University has been selected for a UGC project.,MG University selected for UGC project,,,,,,
The-Hindu,1056,dependency,LENGTH-CHG,Sentence Length Change,LENGTH-CHG,10,6,MG University has been selected for a UGC project.,MG University selected for UGC project,,,,,,
The-Hindu,1056,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,MG University has been selected for a UGC project.,MG University selected for UGC project,,,,,,
The-Hindu,1056,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,MG University has been selected for a UGC project.,MG University selected for UGC project,,,,,,
The-Hindu,1056,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,MG University has been selected for a UGC project.,MG University selected for UGC project,,,,,,
The-Hindu,1056,constituency,CLAUSE-TYPE-CHG,Clause Type Change,CLAUSE-TYPE-CHG,Part,Fin,MG University has been selected for a UGC project.,MG University selected for UGC project,,,,,,
The-Hindu,1056,constituency,CLAUSE-TYPE-CHG,Clause Type Change,CLAUSE-TYPE-CHG,Part,Fin,MG University has been selected for a UGC project.,MG University selected for UGC project,,,,,,
The-Hindu,1056,constituency,TED-SIMPLE,Tree Edit Distance (Simple String-based Distance),TED-SIMP,10,10,MG University has been selected for a UGC project.,MG University selected for UGC project,,,,,,
The-Hindu,1056,constituency,TED-ZHANG-SHASHA,Tree Edit Distance (Zhang-Shasha Dynamic Programming),TED-ZSHA,11,11,MG University has been selected for a UGC project.,MG University selected for UGC project,,,,,,
The-Hindu,1056,constituency,TED-KLEIN,Tree Edit Distance (Klein Memoized Tree Edit Distance),TED-KLEN,13,13,MG University has been selected for a UGC project.,MG University selected for UGC project,,,,,,
The-Hindu,1056,constituency,TED-RTED,Tree Edit Distance (Robust Tree Edit Distance (RTED)),TED-RTED,11,11,MG University has been selected for a UGC project.,MG University selected for UGC project,,,,,,
The-Hindu,1056,both,H-STRUCT,Headline Structure,H-STRUCT,,single-line,MG University has been selected for a UGC project.,MG University selected for UGC project,,,,,,
The-Hindu,1056,both,H-TYPE,Headline Type,H-TYPE,,non-fragment,MG University has been selected for a UGC project.,MG University selected for UGC project,,,,,,
The-Hindu,1056,constituency,TREE-DEPTH-DIFF,Tree Depth Difference,TREE-DEPTH-DIFF,8,6,MG University has been selected for a UGC project.,MG University selected for UGC project,,,,,,
The-Hindu,1056,constituency,CONST-COUNT-DIFF,Constituent Count Difference,CONST-COUNT-DIFF,18,12,MG University has been selected for a UGC project.,MG University selected for UGC project,,,,,,
The-Hindu,1056,dependency,DEP-DIST-DIFF,Dependency Distance Difference,DEP-DIST-DIFF,2.44,1.60,MG University has been selected for a UGC project.,MG University selected for UGC project,,,,,,
The-Hindu,1056,constituency,BRANCH-DIFF,Branching Factor Difference,BRANCH-DIFF,2.12,1.83,MG University has been selected for a UGC project.,MG University selected for UGC project,,,,,,
The-Hindu,1057,dependency,FW-DEL,Function Word Deletion,FW-DEL,ADP-DEL,ABSENT,The Basheer award has been given to T. Padmanabhan.,Basheer award for T. Padmanabhan,,,,,,
The-Hindu,1057,dependency,FW-DEL,Function Word Deletion,FW-DEL,ART-DEL,ABSENT,The Basheer award has been given to T. Padmanabhan.,Basheer award for T. Padmanabhan,,,,,,
The-Hindu,1057,dependency,FW-DEL,Function Word Deletion,FW-DEL,AUX-DEL,ABSENT,The Basheer award has been given to T. Padmanabhan.,Basheer award for T. Padmanabhan,,,,,,
The-Hindu,1057,dependency,FW-DEL,Function Word Deletion,FW-DEL,AUX-DEL,ABSENT,The Basheer award has been given to T. Padmanabhan.,Basheer award for T. Padmanabhan,,,,,,
The-Hindu,1057,dependency,FW-ADD,Function Word Addition,FW-ADD,ABSENT,ADP-ADD,The Basheer award has been given to T. Padmanabhan.,Basheer award for T. Padmanabhan,,,,,,
The-Hindu,1057,dependency,C-DEL,Content Word Deletion,C-DEL,VERB-DEL,ABSENT,The Basheer award has been given to T. Padmanabhan.,Basheer award for T. Padmanabhan,,,,,,
The-Hindu,1057,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,det,compound,The Basheer award has been given to T. Padmanabhan.,Basheer award for T. Padmanabhan,,,,,,
The-Hindu,1057,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,compound,root,The Basheer award has been given to T. Padmanabhan.,Basheer award for T. Padmanabhan,,,,,,
The-Hindu,1057,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,nsubj:pass,case,The Basheer award has been given to T. Padmanabhan.,Basheer award for T. Padmanabhan,,,,,,
The-Hindu,1057,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,aux,nmod,The Basheer award has been given to T. Padmanabhan.,Basheer award for T. Padmanabhan,,,,,,
The-Hindu,1057,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,aux:pass,flat,The Basheer award has been given to T. Padmanabhan.,Basheer award for T. Padmanabhan,,,,,,
The-Hindu,1057,dependency,LENGTH-CHG,Sentence Length Change,LENGTH-CHG,10,5,The Basheer award has been given to T. Padmanabhan.,Basheer award for T. Padmanabhan,,,,,,
The-Hindu,1057,constituency,CONST-REM,Constituent Removal,CONST-REM,VP-REM,ABSENT,The Basheer award has been given to T. Padmanabhan.,Basheer award for T. Padmanabhan,,,,,,
The-Hindu,1057,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,The Basheer award has been given to T. Padmanabhan.,Basheer award for T. Padmanabhan,,,,,,
The-Hindu,1057,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,The Basheer award has been given to T. Padmanabhan.,Basheer award for T. Padmanabhan,,,,,,
The-Hindu,1057,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,The Basheer award has been given to T. Padmanabhan.,Basheer award for T. Padmanabhan,,,,,,
The-Hindu,1057,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,The Basheer award has been given to T. Padmanabhan.,Basheer award for T. Padmanabhan,,,,,,
The-Hindu,1057,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,The Basheer award has been given to T. Padmanabhan.,Basheer award for T. Padmanabhan,,,,,,
The-Hindu,1057,constituency,CLAUSE-TYPE-CHG,Clause Type Change,CLAUSE-TYPE-CHG,verbal,verbless,The Basheer award has been given to T. Padmanabhan.,Basheer award for T. Padmanabhan,,,,,,
The-Hindu,1057,constituency,TED-SIMPLE,Tree Edit Distance (Simple String-based Distance),TED-SIMP,10,10,The Basheer award has been given to T. Padmanabhan.,Basheer award for T. Padmanabhan,,,,,,
The-Hindu,1057,constituency,TED-ZHANG-SHASHA,Tree Edit Distance (Zhang-Shasha Dynamic Programming),TED-ZSHA,15,15,The Basheer award has been given to T. Padmanabhan.,Basheer award for T. Padmanabhan,,,,,,
The-Hindu,1057,constituency,TED-KLEIN,Tree Edit Distance (Klein Memoized Tree Edit Distance),TED-KLEN,14,14,The Basheer award has been given to T. Padmanabhan.,Basheer award for T. Padmanabhan,,,,,,
The-Hindu,1057,constituency,TED-RTED,Tree Edit Distance (Robust Tree Edit Distance (RTED)),TED-RTED,15,15,The Basheer award has been given to T. Padmanabhan.,Basheer award for T. Padmanabhan,,,,,,
The-Hindu,1057,both,PUNCT-DEL,Punctuation Deletion,PUNCT-DEL,period,, has been given to T**.** Padmanabhan.,Basheer award for T. Padmanabhan,,37.0, has been given to T**.** Padmanabhan.,has been given to T,Padmanabhan.,period
The-Hindu,1057,both,H-STRUCT,Headline Structure,H-STRUCT,,single-line,The Basheer award has been given to T. Padmanabhan.,Basheer award for T. Padmanabhan,,,,,,
The-Hindu,1057,both,H-TYPE,Headline Type,H-TYPE,,fragment,The Basheer award has been given to T. Padmanabhan.,Basheer award for T. Padmanabhan,,,,,,
The-Hindu,1057,constituency,TREE-DEPTH-DIFF,Tree Depth Difference,TREE-DEPTH-DIFF,8,5,The Basheer award has been given to T. Padmanabhan.,Basheer award for T. Padmanabhan,,,,,,
The-Hindu,1057,constituency,CONST-COUNT-DIFF,Constituent Count Difference,CONST-COUNT-DIFF,18,10,The Basheer award has been given to T. Padmanabhan.,Basheer award for T. Padmanabhan,,,,,,
The-Hindu,1057,dependency,DEP-DIST-DIFF,Dependency Distance Difference,DEP-DIST-DIFF,1.89,1.25,The Basheer award has been given to T. Padmanabhan.,Basheer award for T. Padmanabhan,,,,,,
The-Hindu,1057,constituency,BRANCH-DIFF,Branching Factor Difference,BRANCH-DIFF,2.12,1.80,The Basheer award has been given to T. Padmanabhan.,Basheer award for T. Padmanabhan,,,,,,
The-Hindu,1058,both,H-STRUCT,Headline Structure,H-STRUCT,,single-line,kozhikode,kozhikode,,,,,,
The-Hindu,1058,both,H-TYPE,Headline Type,H-TYPE,,fragment,kozhikode,kozhikode,,,,,,
The-Hindu,1058,constituency,TREE-DEPTH-DIFF,Tree Depth Difference,TREE-DEPTH-DIFF,3,3,kozhikode,kozhikode,,,,,,
The-Hindu,1058,constituency,CONST-COUNT-DIFF,Constituent Count Difference,CONST-COUNT-DIFF,3,3,kozhikode,kozhikode,,,,,,
The-Hindu,1058,dependency,DEP-DIST-DIFF,Dependency Distance Difference,DEP-DIST-DIFF,0.00,0.00,kozhikode,kozhikode,,,,,,
The-Hindu,1058,constituency,BRANCH-DIFF,Branching Factor Difference,BRANCH-DIFF,1.00,1.00,kozhikode,kozhikode,,,,,,
The-Hindu,1059,dependency,FW-DEL,Function Word Deletion,FW-DEL,AUX-DEL,ABSENT,Low-cost road safety projects have hit the skids.,Low-cost road safety projects hit the skids,,,,,,
The-Hindu,1059,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,aux,root,Low-cost road safety projects have hit the skids.,Low-cost road safety projects hit the skids,,,,,,
The-Hindu,1059,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,root,det,Low-cost road safety projects have hit the skids.,Low-cost road safety projects hit the skids,,,,,,
The-Hindu,1059,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,det,obj,Low-cost road safety projects have hit the skids.,Low-cost road safety projects hit the skids,,,,,,
The-Hindu,1059,dependency,HEAD-CHG,Dependency Head Change,HEAD-CHG,8,7,Low-cost road safety projects have hit the skids.,Low-cost road safety projects hit the skids,,,,,,
The-Hindu,1059,dependency,LENGTH-CHG,Sentence Length Change,LENGTH-CHG,11,9,Low-cost road safety projects have hit the skids.,Low-cost road safety projects hit the skids,,,,,,
The-Hindu,1059,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,Low-cost road safety projects have hit the skids.,Low-cost road safety projects hit the skids,,,,,,
The-Hindu,1059,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,Low-cost road safety projects have hit the skids.,Low-cost road safety projects hit the skids,,,,,,
The-Hindu,1059,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,Low-cost road safety projects have hit the skids.,Low-cost road safety projects hit the skids,,,,,,
The-Hindu,1059,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,Low-cost road safety projects have hit the skids.,Low-cost road safety projects hit the skids,,,,,,
The-Hindu,1059,constituency,CLAUSE-TYPE-CHG,Clause Type Change,CLAUSE-TYPE-CHG,Part,Fin,Low-cost road safety projects have hit the skids.,Low-cost road safety projects hit the skids,,,,,,
The-Hindu,1059,constituency,TED-SIMPLE,Tree Edit Distance (Simple String-based Distance),TED-SIMP,5,5,Low-cost road safety projects have hit the skids.,Low-cost road safety projects hit the skids,,,,,,
The-Hindu,1059,constituency,TED-ZHANG-SHASHA,Tree Edit Distance (Zhang-Shasha Dynamic Programming),TED-ZSHA,6,6,Low-cost road safety projects have hit the skids.,Low-cost road safety projects hit the skids,,,,,,
The-Hindu,1059,constituency,TED-KLEIN,Tree Edit Distance (Klein Memoized Tree Edit Distance),TED-KLEN,10,10,Low-cost road safety projects have hit the skids.,Low-cost road safety projects hit the skids,,,,,,
The-Hindu,1059,constituency,TED-RTED,Tree Edit Distance (Robust Tree Edit Distance (RTED)),TED-RTED,6,6,Low-cost road safety projects have hit the skids.,Low-cost road safety projects hit the skids,,,,,,
The-Hindu,1059,both,H-STRUCT,Headline Structure,H-STRUCT,,single-line,Low-cost road safety projects have hit the skids.,Low-cost road safety projects hit the skids,,,,,,
The-Hindu,1059,both,H-TYPE,Headline Type,H-TYPE,,non-fragment,Low-cost road safety projects have hit the skids.,Low-cost road safety projects hit the skids,,,,,,
The-Hindu,1059,constituency,TREE-DEPTH-DIFF,Tree Depth Difference,TREE-DEPTH-DIFF,6,5,Low-cost road safety projects have hit the skids.,Low-cost road safety projects hit the skids,,,,,,
The-Hindu,1059,constituency,CONST-COUNT-DIFF,Constituent Count Difference,CONST-COUNT-DIFF,19,16,Low-cost road safety projects have hit the skids.,Low-cost road safety projects hit the skids,,,,,,
The-Hindu,1059,dependency,DEP-DIST-DIFF,Dependency Distance Difference,DEP-DIST-DIFF,1.80,1.62,Low-cost road safety projects have hit the skids.,Low-cost road safety projects hit the skids,,,,,,
The-Hindu,1059,constituency,BRANCH-DIFF,Branching Factor Difference,BRANCH-DIFF,2.25,2.14,Low-cost road safety projects have hit the skids.,Low-cost road safety projects hit the skids,,,,,,
The-Hindu,1060,dependency,FW-DEL,Function Word Deletion,FW-DEL,ART-DEL,ABSENT,A man was shot dead at Vilangad.,Man shot dead at Vilangad,,,,,,
The-Hindu,1060,dependency,FW-DEL,Function Word Deletion,FW-DEL,AUX-DEL,ABSENT,A man was shot dead at Vilangad.,Man shot dead at Vilangad,,,,,,
The-Hindu,1060,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,det,nsubj:pass,A man was shot dead at Vilangad.,Man shot dead at Vilangad,,,,,,
The-Hindu,1060,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,nsubj:pass,root,A man was shot dead at Vilangad.,Man shot dead at Vilangad,,,,,,
The-Hindu,1060,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,aux:pass,xcomp,A man was shot dead at Vilangad.,Man shot dead at Vilangad,,,,,,
The-Hindu,1060,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,root,case,A man was shot dead at Vilangad.,Man shot dead at Vilangad,,,,,,
The-Hindu,1060,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,xcomp,obl,A man was shot dead at Vilangad.,Man shot dead at Vilangad,,,,,,
The-Hindu,1060,dependency,LENGTH-CHG,Sentence Length Change,LENGTH-CHG,8,5,A man was shot dead at Vilangad.,Man shot dead at Vilangad,,,,,,
The-Hindu,1060,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,A man was shot dead at Vilangad.,Man shot dead at Vilangad,,,,,,
The-Hindu,1060,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,A man was shot dead at Vilangad.,Man shot dead at Vilangad,,,,,,
The-Hindu,1060,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,A man was shot dead at Vilangad.,Man shot dead at Vilangad,,,,,,
The-Hindu,1060,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,A man was shot dead at Vilangad.,Man shot dead at Vilangad,,,,,,
The-Hindu,1060,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,A man was shot dead at Vilangad.,Man shot dead at Vilangad,,,,,,
The-Hindu,1060,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,A man was shot dead at Vilangad.,Man shot dead at Vilangad,,,,,,
The-Hindu,1060,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,A man was shot dead at Vilangad.,Man shot dead at Vilangad,,,,,,
The-Hindu,1060,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,A man was shot dead at Vilangad.,Man shot dead at Vilangad,,,,,,
The-Hindu,1060,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,A man was shot dead at Vilangad.,Man shot dead at Vilangad,,,,,,
The-Hindu,1060,constituency,CLAUSE-TYPE-CHG,Clause Type Change,CLAUSE-TYPE-CHG,Fin,Part,A man was shot dead at Vilangad.,Man shot dead at Vilangad,,,,,,
The-Hindu,1060,constituency,TED-SIMPLE,Tree Edit Distance (Simple String-based Distance),TED-SIMP,10,10,A man was shot dead at Vilangad.,Man shot dead at Vilangad,,,,,,
The-Hindu,1060,constituency,TED-ZHANG-SHASHA,Tree Edit Distance (Zhang-Shasha Dynamic Programming),TED-ZSHA,8,8,A man was shot dead at Vilangad.,Man shot dead at Vilangad,,,,,,
The-Hindu,1060,constituency,TED-KLEIN,Tree Edit Distance (Klein Memoized Tree Edit Distance),TED-KLEN,12,12,A man was shot dead at Vilangad.,Man shot dead at Vilangad,,,,,,
The-Hindu,1060,constituency,TED-RTED,Tree Edit Distance (Robust Tree Edit Distance (RTED)),TED-RTED,8,8,A man was shot dead at Vilangad.,Man shot dead at Vilangad,,,,,,
The-Hindu,1060,both,H-STRUCT,Headline Structure,H-STRUCT,,single-line,A man was shot dead at Vilangad.,Man shot dead at Vilangad,,,,,,
The-Hindu,1060,both,H-TYPE,Headline Type,H-TYPE,,fragment,A man was shot dead at Vilangad.,Man shot dead at Vilangad,,,,,,
The-Hindu,1060,constituency,TREE-DEPTH-DIFF,Tree Depth Difference,TREE-DEPTH-DIFF,7,6,A man was shot dead at Vilangad.,Man shot dead at Vilangad,,,,,,
The-Hindu,1060,constituency,CONST-COUNT-DIFF,Constituent Count Difference,CONST-COUNT-DIFF,17,13,A man was shot dead at Vilangad.,Man shot dead at Vilangad,,,,,,
The-Hindu,1060,dependency,DEP-DIST-DIFF,Dependency Distance Difference,DEP-DIST-DIFF,1.86,1.50,A man was shot dead at Vilangad.,Man shot dead at Vilangad,,,,,,
The-Hindu,1060,constituency,BRANCH-DIFF,Branching Factor Difference,BRANCH-DIFF,1.78,1.50,A man was shot dead at Vilangad.,Man shot dead at Vilangad,,,,,,
The-Hindu,1061,dependency,FW-DEL,Function Word Deletion,FW-DEL,ART-DEL,ABSENT,A camp on the housing subsidy scheme is being held today.,Camp on housing subsidy scheme today,,,,,,
The-Hindu,1061,dependency,FW-DEL,Function Word Deletion,FW-DEL,ART-DEL,ABSENT,A camp on the housing subsidy scheme is being held today.,Camp on housing subsidy scheme today,,,,,,
The-Hindu,1061,dependency,FW-DEL,Function Word Deletion,FW-DEL,AUX-DEL,ABSENT,A camp on the housing subsidy scheme is being held today.,Camp on housing subsidy scheme today,,,,,,
The-Hindu,1061,dependency,FW-DEL,Function Word Deletion,FW-DEL,AUX-DEL,ABSENT,A camp on the housing subsidy scheme is being held today.,Camp on housing subsidy scheme today,,,,,,
The-Hindu,1061,dependency,C-DEL,Content Word Deletion,C-DEL,VERB-DEL,ABSENT,A camp on the housing subsidy scheme is being held today.,Camp on housing subsidy scheme today,,,,,,
The-Hindu,1061,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,det,root,A camp on the housing subsidy scheme is being held today.,Camp on housing subsidy scheme today,,,,,,
The-Hindu,1061,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,nsubj:pass,case,A camp on the housing subsidy scheme is being held today.,Camp on housing subsidy scheme today,,,,,,
The-Hindu,1061,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,case,compound,A camp on the housing subsidy scheme is being held today.,Camp on housing subsidy scheme today,,,,,,
The-Hindu,1061,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,det,compound,A camp on the housing subsidy scheme is being held today.,Camp on housing subsidy scheme today,,,,,,
The-Hindu,1061,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,compound,nmod,A camp on the housing subsidy scheme is being held today.,Camp on housing subsidy scheme today,,,,,,
